ssid,channel,source,signal_strength,floorid,timestamp,roomid,duplication_count
2,2412,cap3,-54,357,2023-12-13 16:21:02,111,6
1,2432,cap1,-89,357,2023-12-13 16:21:02,111,34
2,2417,cap2,-82,357,2023-12-13 16:21:02,111,70
2,2417,cap1,-84,357,2023-12-13 16:21:02,111,30
1,2432,cap1,-89,357,2023-12-13 16:21:02,111,34
2,2417,cap2,-82,357,2023-12-13 16:21:02,111,70
2,2417,cap1,-84,357,2023-12-13 16:21:02,111,30
1,2432,cap1,-89,357,2023-12-13 16:21:02,111,34
2,2417,cap1,-77,358,2023-12-13 16:21:02,111,10
2,2417,cap1,-77,358,2023-12-13 16:21:02,111,10
2,2417,cap1,-76,358,2023-12-13 16:21:02,111,12
2,2417,cap1,-76,358,2023-12-13 16:21:02,111,12
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-76,358,2023-12-13 16:21:02,111,12
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-76,358,2023-12-13 16:21:02,111,12
2,2417,cap1,-76,358,2023-12-13 16:21:02,111,12
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-76,358,2023-12-13 16:21:02,111,12
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-76,358,2023-12-13 16:21:02,111,12
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-76,358,2023-12-13 16:21:02,111,12
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-76,358,2023-12-13 16:21:02,111,12
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-76,358,2023-12-13 16:21:02,111,12
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-76,358,2023-12-13 16:21:02,111,12
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-76,358,2023-12-13 16:21:02,111,12
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-77,358,2023-12-13 16:21:02,111,10
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-77,358,2023-12-13 16:21:02,111,10
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-77,358,2023-12-13 16:21:02,111,10
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
2,2422,cap3,-44,358,2023-12-13 16:21:02,111,6
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2422,cap3,-44,358,2023-12-13 16:21:02,111,6
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2422,cap3,-44,358,2023-12-13 16:21:02,111,6
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
2,2422,cap3,-49,358,2023-12-13 16:21:02,111,6
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
2,2427,cap3,-58,358,2023-12-13 16:21:02,111,6
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2427,cap3,-58,358,2023-12-13 16:21:02,111,6
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2427,cap3,-58,358,2023-12-13 16:21:02,111,6
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap3,-46,358,2023-12-13 16:21:02,111,6
2,2417,cap1,-79,358,2023-12-13 16:21:02,111,24
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-75,358,2023-12-13 16:21:02,111,11
2,2412,cap3,-46,358,2023-12-13 16:21:02,111,6
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap3,-46,358,2023-12-13 16:21:02,111,6
2,2417,cap1,-75,358,2023-12-13 16:21:02,111,11
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap3,-46,358,2023-12-13 16:21:02,111,6
2,2417,cap1,-75,358,2023-12-13 16:21:02,111,11
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-75,358,2023-12-13 16:21:02,111,11
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-75,358,2023-12-13 16:21:02,111,11
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-75,358,2023-12-13 16:21:02,111,11
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-75,358,2023-12-13 16:21:02,111,11
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-75,358,2023-12-13 16:21:02,111,11
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-75,358,2023-12-13 16:21:02,111,11
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2417,cap1,-75,358,2023-12-13 16:21:02,111,11
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2417,cap1,-75,358,2023-12-13 16:21:02,111,11
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2422,cap3,-49,358,2023-12-13 16:21:02,111,6
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2422,cap3,-49,358,2023-12-13 16:21:02,111,6
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2422,cap3,-49,358,2023-12-13 16:21:02,111,6
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2432,cap1,-87,358,2023-12-13 16:21:02,111,63
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2422,cap3,-49,358,2023-12-13 16:21:02,111,6
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
2,2422,cap3,-49,358,2023-12-13 16:21:02,111,6
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap2,-92,358,2023-12-13 16:21:02,111,54
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2427,cap3,-58,358,2023-12-13 16:21:02,111,6
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2427,cap3,-58,358,2023-12-13 16:21:02,111,6
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
2,2427,cap3,-58,358,2023-12-13 16:21:02,111,6
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2412,cap1,-79,358,2023-12-13 16:21:02,111,39
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2417,cap1,-77,358,2023-12-13 16:21:02,111,10
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2417,cap1,-77,358,2023-12-13 16:21:02,111,10
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2417,cap1,-77,358,2023-12-13 16:21:02,111,10
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2417,cap1,-77,358,2023-12-13 16:21:02,111,10
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2417,cap1,-83,358,2023-12-13 16:21:02,111,14
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2417,cap1,-83,358,2023-12-13 16:21:02,111,14
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2417,cap1,-83,358,2023-12-13 16:21:02,111,14
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2417,cap1,-83,358,2023-12-13 16:21:02,111,14
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2412,cap3,-46,358,2023-12-13 16:21:02,111,6
2,2417,cap1,-83,358,2023-12-13 16:21:02,111,14
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2422,cap3,-44,358,2023-12-13 16:21:02,111,6
2,2417,cap1,-83,358,2023-12-13 16:21:02,111,14
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2422,cap3,-44,358,2023-12-13 16:21:02,111,6
2,2417,cap1,-83,358,2023-12-13 16:21:02,111,14
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2422,cap3,-44,358,2023-12-13 16:21:02,111,6
2,2417,cap1,-83,358,2023-12-13 16:21:02,111,14
1,2427,cap1,-77,358,2023-12-13 16:21:02,111,35
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2417,cap1,-83,358,2023-12-13 16:21:02,111,14
1,2432,cap1,-82,358,2023-12-13 16:21:02,111,7
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2417,cap1,-83,358,2023-12-13 16:21:02,111,14
1,2432,cap1,-82,358,2023-12-13 16:21:02,111,7
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2417,cap1,-83,358,2023-12-13 16:21:02,111,14
1,2432,cap1,-82,358,2023-12-13 16:21:02,111,7
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap3,-46,358,2023-12-13 16:21:02,111,6
2,2417,cap1,-83,358,2023-12-13 16:21:02,111,14
1,2432,cap1,-82,358,2023-12-13 16:21:02,111,7
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2417,cap1,-83,358,2023-12-13 16:21:02,111,14
1,2432,cap1,-82,358,2023-12-13 16:21:02,111,7
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
2,2417,cap1,-83,358,2023-12-13 16:21:02,111,14
1,2432,cap1,-82,358,2023-12-13 16:21:02,111,7
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2412,cap2,-94,358,2023-12-13 16:21:02,111,41
1,2432,cap2,-81,358,2023-12-13 16:21:02,111,33
2,2417,cap1,-77,358,2023-12-13 16:21:02,111,10
1,2432,cap1,-82,358,2023-12-13 16:21:02,111,7
1,2447,cap3,-72,359,2023-12-13 16:21:02,111,6
1,2447,cap3,-72,359,2023-12-13 16:21:02,111,6
1,2447,cap3,-72,359,2023-12-13 16:21:02,111,6
1,2447,cap3,-72,359,2023-12-13 16:21:02,111,6
1,2447,cap3,-72,359,2023-12-13 16:21:02,111,6
1,2447,cap3,-72,359,2023-12-13 16:21:02,111,6
2,2417,cap1,-78,359,2023-12-13 16:21:02,111,16
2,2417,cap1,-78,359,2023-12-13 16:21:02,111,16
2,2417,cap1,-78,359,2023-12-13 16:21:02,111,16
2,2417,cap1,-78,359,2023-12-13 16:21:02,111,16
2,2417,cap1,-78,359,2023-12-13 16:21:02,111,16
2,2417,cap1,-78,359,2023-12-13 16:21:02,111,16
2,2417,cap1,-78,359,2023-12-13 16:21:02,111,16
2,2417,cap1,-78,359,2023-12-13 16:21:02,111,16
2,2417,cap1,-78,359,2023-12-13 16:21:02,111,16
2,2417,cap1,-78,359,2023-12-13 16:21:02,111,16
1,2447,cap3,-66,359,2023-12-13 16:21:02,111,6
2,2417,cap1,-78,359,2023-12-13 16:21:02,111,16
1,2447,cap3,-66,359,2023-12-13 16:21:02,111,6
2,2417,cap1,-78,359,2023-12-13 16:21:02,111,16
2,2417,cap1,-78,359,2023-12-13 16:21:02,111,16
2,2417,cap1,-78,359,2023-12-13 16:21:02,111,16
2,2417,cap1,-78,359,2023-12-13 16:21:02,111,16
1,2442,cap1,-79,359,2023-12-13 16:21:02,111,10
2,2417,cap1,-78,359,2023-12-13 16:21:02,111,16
1,2442,cap1,-79,359,2023-12-13 16:21:02,111,10
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
1,2442,cap1,-79,359,2023-12-13 16:21:02,111,10
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
1,2442,cap1,-79,359,2023-12-13 16:21:02,111,10
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
1,2442,cap1,-79,359,2023-12-13 16:21:02,111,10
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
1,2442,cap1,-79,359,2023-12-13 16:21:02,111,10
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
1,2442,cap1,-79,359,2023-12-13 16:21:02,111,10
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
1,2442,cap1,-79,359,2023-12-13 16:21:02,111,10
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
1,2442,cap1,-79,359,2023-12-13 16:21:02,111,10
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
1,2442,cap1,-79,359,2023-12-13 16:21:02,111,10
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
1,2432,cap1,-75,359,2023-12-13 16:21:02,111,22
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
1,2432,cap1,-75,359,2023-12-13 16:21:02,111,22
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
1,2432,cap1,-75,359,2023-12-13 16:21:02,111,22
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
1,2432,cap1,-75,359,2023-12-13 16:21:02,111,22
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
1,2432,cap1,-75,359,2023-12-13 16:21:02,111,22
2,2417,cap1,-70,359,2023-12-13 16:21:02,111,17
1,2432,cap1,-75,359,2023-12-13 16:21:02,111,22
2,2417,cap1,-76,359,2023-12-13 16:21:02,111,38
1,2432,cap1,-75,359,2023-12-13 16:21:02,111,22
2,2417,cap1,-76,359,2023-12-13 16:21:02,111,38
1,2432,cap1,-75,359,2023-12-13 16:21:02,111,22
2,2417,cap1,-76,359,2023-12-13 16:21:02,111,38
1,2432,cap1,-75,359,2023-12-13 16:21:02,111,22
2,2417,cap1,-76,359,2023-12-13 16:21:02,111,38
1,2432,cap1,-75,359,2023-12-13 16:21:02,111,22
2,2417,cap1,-76,359,2023-12-13 16:21:02,111,38
1,2432,cap1,-75,359,2023-12-13 16:21:02,111,22
2,2417,cap1,-76,359,2023-12-13 16:21:02,111,38
1,2432,cap1,-75,359,2023-12-13 16:21:02,111,22
2,2417,cap1,-76,359,2023-12-13 16:21:02,111,38
1,2432,cap1,-75,359,2023-12-13 16:21:02,111,22
2,2417,cap1,-76,359,2023-12-13 16:21:02,111,38
1,2432,cap1,-75,359,2023-12-13 16:21:02,111,22
2,2417,cap1,-76,359,2023-12-13 16:21:02,111,38
1,2432,cap1,-75,359,2023-12-13 16:21:02,111,22
