"mac_address","ssid","channel","source","signal_strength","floorid","timestamp"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:50"
"FE:47:AD:D7:13:E2","C1","2412","cap1","-54","0","2023-11-24 12:03:51"
"FE:47:AD:D7:13:E2","C1","2427","cap2","-79","0","2023-11-24 12:03:51"
"FE:47:AD:D7:13:E2","C1","2412","cap1","-54","0","2023-11-24 12:03:52"
"FE:47:AD:D7:13:E2","C1","2412","cap1","-54","0","2023-11-24 12:03:52"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:52"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:52"
"FE:47:AD:D7:13:E2","C1","2412","cap2","-68","0","2023-11-24 12:03:52"
"FE:47:AD:D7:13:E2","C1","2412","cap2","-68","0","2023-11-24 12:03:54"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:54"
"FE:47:AD:D7:13:E2","C1","2412","cap1","-54","0","2023-11-24 12:03:54"
"FE:47:AD:D7:13:E2","C1","2412","cap1","-56","0","2023-11-24 12:03:55"
"FE:47:AD:D7:13:E2","C1","2412","cap2","-68","0","2023-11-24 12:03:55"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-52","0","2023-11-24 12:03:55"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:56"
"FE:47:AD:D7:13:E2","C1","2412","cap2","-68","0","2023-11-24 12:03:56"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:56"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-52","0","2023-11-24 12:03:57"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-66","0","2023-11-24 12:03:57"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:03:57"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-52","0","2023-11-24 12:03:58"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-66","0","2023-11-24 12:03:58"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:00"
"13:E2","C1","2412","cap1","-55","0","2023-11-24 12:04:00"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-66","0","2023-11-24 12:04:00"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:00"
"FE:47:AD:D7:13:E2","C1","2427","cap1","-67","0","2023-11-24 12:04:01"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:01"
"FE:47:AD:D7:13:E2","C1","2412","cap2","-67","0","2023-11-24 12:04:01"
"FE:47:AD:D7:13:E2","C1","2427","cap1","-67","0","2023-11-24 12:04:01"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-65","0","2023-11-24 12:04:02"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:03"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-54","0","2023-11-24 12:04:03"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-65","0","2023-11-24 12:04:03"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:03"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-54","0","2023-11-24 12:04:03"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-65","0","2023-11-24 12:04:04"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:04"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-54","0","2023-11-24 12:04:06"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-59","0","2023-11-24 12:04:06"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:06"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-54","0","2023-11-24 12:04:07"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:07"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-59","0","2023-11-24 12:04:07"
"FE:47:AD:D7:13:E2","C1","2422","cap1","-59","0","2023-11-24 12:04:08"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-59","0","2023-11-24 12:04:08"
"FE:47:AD:D7:13:E2","C1","2427","cap1","-64","0","2023-11-24 12:04:09"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:09"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-67","0","2023-11-24 12:04:10"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:10"
"FE:47:AD:D7:13:E2","C1","2427","cap1","-64","0","2023-11-24 12:04:11"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:11"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-67","0","2023-11-24 12:04:11"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-54","0","2023-11-24 12:04:11"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-67","0","2023-11-24 12:04:12"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:12"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-54","0","2023-11-24 12:04:13"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-67","0","2023-11-24 12:04:13"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-89","0","2023-11-24 12:04:13"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-54","0","2023-11-24 12:04:13"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-62","0","2023-11-24 12:04:15"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-89","0","2023-11-24 12:04:16"
"FE:47:AD:D7:13:E2","C1","2412","cap1","-55","0","2023-11-24 12:04:16"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-62","0","2023-11-24 12:04:16"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-89","0","2023-11-24 12:04:16"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-55","0","2023-11-24 12:04:16"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-89","0","2023-11-24 12:04:17"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-62","0","2023-11-24 12:04:17"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-55","0","2023-11-24 12:04:18"
"FE:47:AD:D7:13:E2","C1","2412","cap2","-67","0","2023-11-24 12:04:18"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-89","0","2023-11-24 12:04:18"
"FE:47:AD:D7:13:E2","C1","2412","cap1","-56","0","2023-11-24 12:04:19"
"FE:47:AD:D7:13:E2","C1","2412","cap2","-67","0","2023-11-24 12:04:19"
