channel_cap1,channel_cap2,channel_cap3,signal_strength_cap1,signal_strength_cap2,signal_strength_cap3
2462.0,2457.0,2457.0,-67.0,-70.0,-88.0
2432.0,2442.0,2442.0,-78.0,-75.0,-87.0
2462.0,2457.0,2457.0,-50.0,-70.0,-91.0
2462.0,2457.0,2462.0,-58.0,-70.0,-87.0
2462.0,2462.0,2457.0,-49.0,-70.0,-82.0
2462.0,2462.0,2462.0,-58.0,-78.0,-89.0
2462.0,2457.0,2457.0,-78.0,-66.0,-77.0
2457.0,2452.0,2457.0,-71.0,-71.0,-84.0
2462.0,2462.0,2462.0,-60.0,-74.0,-86.0
2462.0,2462.0,2457.0,-63.0,-72.0,-84.0
2462.0,2452.0,2457.0,-60.0,-74.0,-89.0
2462.0,2457.0,2457.0,-62.0,-70.0,-84.0
2462.0,2457.0,2462.0,-57.0,-76.0,-93.0
2457.0,2457.0,2452.0,-68.0,-67.0,-88.0
2457.0,2457.0,2457.0,-65.0,-61.0,-84.0
2462.0,2462.0,2457.0,-66.0,-74.0,-77.0
2462.0,2457.0,2452.0,-66.0,-75.0,-80.0
2462.0,2462.0,2462.0,-53.0,-75.0,-91.0
2447.0,2462.0,2457.0,-72.0,-82.0,-80.0
2462.0,2462.0,2462.0,-57.0,-70.0,-89.0
2442.0,2437.0,2437.0,-61.0,-81.0,-93.0
2442.0,2437.0,2432.0,-62.0,-77.0,-91.0
2437.0,2437.0,2437.0,-62.0,-72.0,-90.0
2437.0,2447.0,2437.0,-66.0,-73.0,-92.0
2447.0,2437.0,2437.0,-58.0,-73.0,-91.0
2432.0,2442.0,2437.0,-60.0,-75.0,-82.0
2442.0,2437.0,2442.0,-65.0,-71.0,-84.0
2442.0,2442.0,2432.0,-53.0,-71.0,-78.0
2442.0,2437.0,2437.0,-51.0,-65.0,-87.0
2457.0,2462.0,2457.0,-47.0,-61.0,-84.0
2442.0,2432.0,2437.0,-64.0,-71.0,-94.0
2442.0,2442.0,2437.0,-61.0,-65.0,-86.0
2442.0,2437.0,2437.0,-55.0,-76.0,-89.0
2442.0,2442.0,2437.0,-55.0,-68.0,-89.0
2442.0,2442.0,2437.0,-54.0,-57.0,-85.0
2447.0,2437.0,2437.0,-62.0,-63.0,-83.0
2442.0,2452.0,2437.0,-49.0,-72.0,-85.0
2442.0,2432.0,2437.0,-61.0,-75.0,-90.0
2442.0,2432.0,2437.0,-65.0,-68.0,-91.0
2452.0,2452.0,2457.0,-90.0,-95.0,-73.0
2452.0,0.0,2457.0,-91.0,0.0,-74.0
0.0,0.0,2447.0,0.0,0.0,-75.0
0.0,0.0,2447.0,0.0,0.0,-73.0
0.0,0.0,2452.0,0.0,0.0,-73.0
2452.0,0.0,2447.0,-92.0,0.0,-71.0
0.0,0.0,2452.0,0.0,0.0,-72.0
2452.0,0.0,2452.0,-91.0,0.0,-74.0
0.0,0.0,2447.0,0.0,0.0,-76.0
2452.0,0.0,2457.0,-91.0,0.0,-72.0
0.0,0.0,2452.0,0.0,0.0,-75.0
0.0,0.0,2452.0,0.0,0.0,-88.0
2452.0,2452.0,2457.0,-87.0,-96.0,-72.0
2452.0,0.0,2452.0,-90.0,0.0,-68.0
2452.0,0.0,2447.0,-90.0,0.0,-62.0
2452.0,0.0,2452.0,-88.0,0.0,-63.0
2452.0,0.0,2447.0,-90.0,0.0,-65.0
2452.0,0.0,2452.0,-91.0,0.0,-73.0
0.0,0.0,2447.0,0.0,0.0,-73.0
2452.0,0.0,2457.0,-91.0,0.0,-75.0
2452.0,0.0,2452.0,-92.0,0.0,-75.0
2452.0,0.0,2447.0,-90.0,0.0,-72.0
2452.0,2452.0,2452.0,-88.0,-95.0,-66.0
2452.0,0.0,2452.0,-86.0,0.0,-64.0
0.0,0.0,2417.0,0.0,0.0,-66.0
0.0,0.0,2412.0,0.0,0.0,-74.0
0.0,0.0,2412.0,0.0,0.0,-71.0
0.0,0.0,2412.0,0.0,0.0,-66.0
2412.0,0.0,2412.0,-93.0,0.0,-65.0
2412.0,0.0,2412.0,-92.0,0.0,-66.0
2412.0,0.0,2417.0,-87.0,0.0,-63.0
2412.0,2412.0,2412.0,-90.0,-96.0,-61.0
2412.0,0.0,2417.0,-92.0,0.0,-67.0
2412.0,0.0,2412.0,-89.0,0.0,-69.0
2412.0,0.0,2412.0,-93.0,0.0,-70.0
2412.0,2412.0,2412.0,-94.0,-97.0,-64.0
2412.0,0.0,2412.0,-93.0,0.0,-66.0
2412.0,0.0,2412.0,-90.0,0.0,-71.0
2412.0,0.0,2412.0,-91.0,0.0,-67.0
2412.0,0.0,2412.0,-89.0,0.0,-63.0
2412.0,0.0,2412.0,-92.0,0.0,-66.0
2412.0,0.0,2412.0,-92.0,0.0,-69.0
0.0,0.0,2412.0,0.0,0.0,-80.0
2412.0,0.0,2412.0,-93.0,0.0,-59.0
2412.0,0.0,2412.0,-93.0,0.0,-69.0
0.0,0.0,2417.0,0.0,0.0,-74.0
0.0,0.0,2412.0,0.0,0.0,-66.0
2412.0,0.0,2412.0,-84.0,0.0,-63.0
2412.0,0.0,2417.0,-87.0,0.0,-72.0
2412.0,0.0,2417.0,-91.0,0.0,-71.0
2412.0,0.0,2422.0,-92.0,0.0,-74.0
2412.0,0.0,2417.0,-88.0,0.0,-71.0
0.0,0.0,2412.0,0.0,0.0,-64.0
2412.0,0.0,2417.0,-87.0,0.0,-72.0
2412.0,0.0,2422.0,-88.0,0.0,-64.0
2412.0,0.0,2412.0,-89.0,0.0,-63.0
0.0,0.0,2412.0,0.0,0.0,-64.0
2412.0,0.0,2412.0,-88.0,0.0,-70.0
2412.0,0.0,2417.0,-86.0,0.0,-70.0
2412.0,0.0,2412.0,-91.0,0.0,-69.0
0.0,0.0,2412.0,0.0,0.0,-67.0
0.0,0.0,2412.0,0.0,0.0,-65.0
2412.0,0.0,2412.0,-92.0,0.0,-62.0
2412.0,0.0,2412.0,-91.0,0.0,-64.0
2412.0,0.0,2412.0,-88.0,0.0,-64.0
2412.0,0.0,2422.0,-90.0,0.0,-63.0
2412.0,0.0,2417.0,-90.0,0.0,-72.0
2412.0,0.0,2412.0,-91.0,0.0,-66.0
2412.0,0.0,2412.0,-89.0,0.0,-65.0
0.0,0.0,2417.0,0.0,0.0,-69.0
0.0,2412.0,2417.0,0.0,-96.0,-74.0
2412.0,0.0,2417.0,-87.0,0.0,-76.0
2412.0,0.0,2412.0,-86.0,0.0,-68.0
2412.0,0.0,2412.0,-89.0,0.0,-72.0
0.0,0.0,2412.0,0.0,0.0,-66.0
2412.0,0.0,2412.0,-85.0,0.0,-60.0
0.0,0.0,2412.0,0.0,0.0,-62.0
2412.0,0.0,2412.0,-89.0,0.0,-63.0
2412.0,2412.0,2412.0,-89.0,-96.0,-63.0
2412.0,0.0,2412.0,-92.0,0.0,-73.0
2417.0,0.0,2417.0,-84.0,0.0,-71.0
2412.0,0.0,2412.0,-90.0,0.0,-64.0
2412.0,0.0,2412.0,-90.0,0.0,-63.0
2412.0,0.0,2417.0,-89.0,0.0,-76.0
0.0,2412.0,2417.0,0.0,-93.0,-73.0
2412.0,0.0,2417.0,-89.0,0.0,-67.0
2417.0,0.0,2417.0,-83.0,0.0,-66.0
0.0,2412.0,2412.0,0.0,-91.0,-58.0
2412.0,0.0,2412.0,-92.0,0.0,-65.0
2412.0,0.0,2412.0,-88.0,0.0,-67.0
2412.0,0.0,2417.0,-87.0,0.0,-72.0
2412.0,0.0,2412.0,-88.0,0.0,-71.0
2412.0,0.0,2412.0,-86.0,0.0,-66.0
2412.0,0.0,2417.0,-87.0,0.0,-72.0
2412.0,0.0,2417.0,-90.0,0.0,-68.0
0.0,0.0,2417.0,0.0,0.0,-77.0
0.0,0.0,2417.0,0.0,0.0,-79.0
0.0,0.0,2417.0,0.0,0.0,-73.0
2412.0,0.0,2417.0,-92.0,0.0,-79.0
2417.0,0.0,2412.0,-86.0,0.0,-72.0
0.0,0.0,2412.0,0.0,0.0,-69.0
0.0,0.0,2412.0,0.0,0.0,-59.0
2412.0,0.0,2412.0,-83.0,0.0,-63.0
0.0,0.0,2412.0,0.0,0.0,-61.0
2412.0,2412.0,2412.0,-87.0,-97.0,-71.0
0.0,0.0,2412.0,0.0,0.0,-75.0
0.0,0.0,2412.0,0.0,0.0,-72.0
0.0,0.0,2417.0,0.0,0.0,-77.0
0.0,0.0,2412.0,0.0,0.0,-70.0
0.0,0.0,2412.0,0.0,0.0,-69.0
0.0,0.0,2412.0,0.0,0.0,-68.0
0.0,0.0,2417.0,0.0,0.0,-76.0
2412.0,0.0,2417.0,-82.0,0.0,-58.0
0.0,0.0,2412.0,0.0,0.0,-67.0
2412.0,0.0,2412.0,-87.0,0.0,-53.0
2412.0,0.0,2412.0,-86.0,0.0,-53.0
0.0,0.0,2412.0,0.0,0.0,-58.0
0.0,0.0,2412.0,0.0,0.0,-60.0
0.0,0.0,2417.0,0.0,0.0,-65.0
0.0,0.0,2412.0,0.0,0.0,-67.0
2412.0,0.0,2412.0,-90.0,0.0,-67.0
2412.0,0.0,2412.0,-90.0,0.0,-67.0
0.0,0.0,2412.0,0.0,0.0,-76.0
0.0,0.0,2412.0,0.0,0.0,-64.0
2412.0,0.0,2412.0,-85.0,0.0,-72.0
2417.0,2412.0,2417.0,-72.0,-95.0,-54.0
2412.0,0.0,2417.0,-85.0,0.0,-50.0
0.0,2412.0,2412.0,0.0,-89.0,-55.0
0.0,0.0,2412.0,0.0,0.0,-54.0
2412.0,2412.0,2412.0,-88.0,-98.0,-61.0
0.0,0.0,2412.0,0.0,0.0,-69.0
0.0,0.0,2412.0,0.0,0.0,-64.0
0.0,0.0,2412.0,0.0,0.0,-65.0
0.0,0.0,2412.0,0.0,0.0,-62.0
0.0,0.0,2412.0,0.0,0.0,-61.0
0.0,0.0,2412.0,0.0,0.0,-67.0
2417.0,0.0,2412.0,-79.0,0.0,-64.0
2417.0,0.0,2417.0,-90.0,0.0,-54.0
2417.0,0.0,2412.0,-79.0,0.0,-58.0
0.0,0.0,2412.0,0.0,0.0,-60.0
2417.0,0.0,2412.0,-83.0,0.0,-59.0
2412.0,2412.0,2412.0,-82.0,-98.0,-52.0
2417.0,0.0,2427.0,-86.0,0.0,-79.0
2417.0,2412.0,2417.0,-78.0,-95.0,-53.0
2417.0,0.0,2412.0,-85.0,0.0,-63.0
0.0,0.0,2422.0,0.0,0.0,-72.0
0.0,0.0,2422.0,0.0,0.0,-67.0
2417.0,0.0,2417.0,-77.0,0.0,-47.0
2417.0,2412.0,2412.0,-80.0,-95.0,-52.0
2412.0,0.0,2412.0,-79.0,0.0,-56.0
0.0,2412.0,2412.0,0.0,-97.0,-59.0
2412.0,0.0,2412.0,-82.0,0.0,-54.0
2412.0,2412.0,2412.0,-86.0,-88.0,-58.0
0.0,0.0,2412.0,0.0,0.0,-60.0
0.0,0.0,2412.0,0.0,0.0,-60.0
2417.0,0.0,2412.0,-88.0,0.0,-55.0
0.0,0.0,2412.0,0.0,0.0,-59.0
0.0,0.0,2412.0,0.0,0.0,-55.0
2412.0,0.0,2412.0,-88.0,0.0,-51.0
0.0,2412.0,2422.0,0.0,-99.0,-63.0
2417.0,0.0,2417.0,-90.0,0.0,-67.0
0.0,0.0,2417.0,0.0,0.0,-63.0
2417.0,2412.0,2422.0,-82.0,-97.0,-59.0
2422.0,0.0,2412.0,-77.0,0.0,-53.0
0.0,0.0,2417.0,0.0,0.0,-59.0
2417.0,2412.0,2412.0,-85.0,-93.0,-52.0
2417.0,2412.0,2412.0,-84.0,-93.0,-54.0
2412.0,2412.0,2412.0,-79.0,-94.0,-46.0
2417.0,0.0,2417.0,-82.0,0.0,-49.0
0.0,0.0,2412.0,0.0,0.0,-42.0
2412.0,2412.0,2412.0,-84.0,-95.0,-52.0
2417.0,2412.0,2427.0,-82.0,-97.0,-76.0
2412.0,2412.0,2412.0,-83.0,-94.0,-44.0
2412.0,2412.0,2412.0,-83.0,-93.0,-37.0
2417.0,2412.0,2427.0,-77.0,-91.0,-56.0
2417.0,2412.0,2412.0,-90.0,-95.0,-36.0
2417.0,0.0,2412.0,-74.0,0.0,-40.0
2417.0,2412.0,0.0,-73.0,-92.0,0.0
2417.0,2412.0,2417.0,-84.0,-93.0,-29.0
2412.0,2412.0,2412.0,-88.0,-96.0,-37.0
2417.0,2412.0,2412.0,-79.0,-98.0,-33.0
2412.0,0.0,2412.0,-86.0,0.0,-31.0
2412.0,2412.0,2417.0,-86.0,-97.0,-30.0
2417.0,2412.0,2412.0,-84.0,-89.0,-39.0
0.0,0.0,2412.0,0.0,0.0,-53.0
2412.0,0.0,2412.0,-74.0,0.0,-53.0
