timestamp,TechnoCamon_20,Xiaomi_10T,Xiaomipoco_X3
2024-04-11 16:11:24,,,-61.0
2024-04-11 16:11:25,,,-61.0
2024-04-11 16:11:32,-55.0,,-63.0
2024-04-11 16:11:40,,,-59.0
2024-04-11 16:11:41,,,-59.0
2024-04-11 16:11:43,-60.0,,-60.0
2024-04-11 16:11:44,,,-60.0
2024-04-11 16:11:47,,,-61.0
2024-04-11 16:11:48,,,-61.0
2024-04-11 16:11:55,-57.0,,-60.0
2024-04-11 16:11:56,-57.0,,-60.0
2024-04-11 16:11:59,-58.0,-70.0,
2024-04-11 16:12:00,-58.0,,
2024-04-11 16:12:03,,,-61.0
2024-04-11 16:12:07,-55.0,,-59.0
2024-04-11 16:12:08,-55.0,,-59.0
2024-04-11 16:12:11,,,-61.0
2024-04-11 16:12:13,,,-61.0
2024-04-11 16:12:15,,,-59.0
2024-04-11 16:12:16,,,-59.0
2024-04-11 16:12:19,,,-60.0
2024-04-11 16:12:21,,,-60.0
2024-04-11 16:12:29,,-67.0,
2024-04-11 16:12:33,-58.0,,
2024-04-11 16:12:34,-58.0,,
2024-04-11 16:12:37,,-71.0,-63.0
2024-04-11 16:12:39,,,-63.0
2024-04-11 16:12:40,,,-63.0
2024-04-11 16:12:43,,,-60.0
2024-04-11 16:12:47,,,-58.0
2024-04-11 16:12:48,,,-58.0
