floorid,roomid,channel,ssid,cap1,cap2,cap3
65,214,2417,Vivo Y21T,,-69,
65,214,2457,Xiaomi,,-63,
65,214,2412,Vivo Y21T,,-70,
65,214,2412,Vivo Y21T,-79,,
65,214,2457,Xiaomi,-73,,
65,214,2462,Xiaomi,-78,,
65,214,2457,Xiaomi,-73,,
65,214,2412,Vivo Y21T,-79,,
65,214,2412,Vivo Y21T,-85,,
65,214,2452,Xiaomi,-78,,
65,214,2412,Vivo Y21T,-85,,
65,214,2457,Xiaomi,-75,,
65,214,2412,Vivo Y21T,-85,,
65,214,2457,Xiaomi,-75,,
65,214,2412,Vivo Y21T,-85,,
65,214,2457,Xiaomi,-75,,
65,214,2462,Xiaomi,-76,,
65,214,2412,Vivo Y21T,-79,,
65,214,2412,Vivo Y21T,-79,,
65,214,2412,Vivo Y21T,,-72,
65,214,2412,Vivo Y21T,-79,,
65,214,2457,Xiaomi,-73,,
65,214,2412,Vivo Y21T,-79,,
65,214,2457,Xiaomi,-73,,
65,214,2412,Vivo Y21T,-79,,
65,214,2457,Xiaomi,-73,,
65,214,2412,Vivo Y21T,-79,,
65,214,2457,Xiaomi,-73,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-77,,
66,214,2462,Xiaomi,-77,,
66,214,2462,Xiaomi,-87,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-87,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-77,,
66,214,2417,Vivo Y21T,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-77,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-77,,
66,214,2462,Xiaomi,-77,,
66,214,2462,Xiaomi,-87,,
66,214,2462,Xiaomi,-75,,
66,214,2462,Xiaomi,-75,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-78,,
66,214,2462,Xiaomi,-75,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-75,,
66,214,2462,Xiaomi,-75,,
66,214,2452,Xiaomi,-81,,
66,214,2452,Xiaomi,-81,,
66,214,2452,Xiaomi,-81,,
66,214,2452,Xiaomi,-81,,
66,214,2452,Xiaomi,-81,,
66,214,2452,Xiaomi,-81,,
66,214,2452,Xiaomi,-81,,
66,214,2452,Xiaomi,-81,,
66,214,2452,Xiaomi,-81,,
66,214,2462,Xiaomi,-75,,
66,214,2462,Xiaomi,-75,,
66,214,2462,Xiaomi,-75,,
66,214,2462,Xiaomi,-75,,
66,214,2462,Xiaomi,-75,,
66,214,2462,Xiaomi,-75,,
66,214,2462,Xiaomi,-75,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-78,,
66,214,2462,Xiaomi,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-77,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-77,,
66,214,2417,Vivo Y21T,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-77,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-77,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-77,,
66,214,2417,Vivo Y21T,-78,,
66,214,2417,Vivo Y21T,,-66,
66,214,2462,Xiaomi,-87,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-77,,
66,214,2417,Vivo Y21T,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-78,,
66,214,2462,Xiaomi,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-78,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,-77,,
66,214,2462,Xiaomi,-77,,
66,214,2417,Vivo Y21T,-78,,
66,214,2462,Xiaomi,,-58,
66,214,2417,Vivo Y21T,,-71,
66,214,2417,Vivo Y21T,,-59,
66,214,2462,Xiaomi,,-57,
66,214,2422,Vivo Y21T,,-69,
66,214,2462,Xiaomi,,-57,
66,214,2422,Vivo Y21T,,-69,
66,214,2422,Vivo Y21T,,-69,
66,214,2462,Xiaomi,,-57,
66,214,2462,Xiaomi,,-60,
66,214,2412,Vivo Y21T,,-64,
66,214,2462,Xiaomi,,-60,
66,214,2412,Vivo Y21T,,-64,
66,214,2462,Xiaomi,,-60,
66,214,2412,Vivo Y21T,,-64,
66,214,2462,Xiaomi,,-53,
66,214,2417,Vivo Y21T,,-57,
66,214,2462,Xiaomi,,-53,
66,214,2417,Vivo Y21T,,-57,
66,214,2462,Xiaomi,,-53,
66,214,2417,Vivo Y21T,,-57,
66,214,2462,Xiaomi,,-53,
66,214,2462,Xiaomi,,-62,
66,214,2422,Vivo Y21T,,-58,
66,214,2462,Xiaomi,,-62,
66,214,2462,Xiaomi,,-57,
66,214,2417,Vivo Y21T,,-59,
66,214,2462,Xiaomi,,-57,
66,214,2417,Vivo Y21T,,-59,
66,214,2457,Xiaomi,,-64,
66,214,2417,Vivo Y21T,,-71,
66,214,2452,Xiaomi,,-61,
66,214,2417,Vivo Y21T,,-68,
66,214,2462,Xiaomi,,-58,
66,214,2417,Vivo Y21T,,-68,
66,214,2462,Xiaomi,,-58,
66,214,2457,Xiaomi,,-64,
66,214,2457,Xiaomi,,-64,
66,214,2412,Vivo Y21T,,-66,
66,214,2462,Xiaomi,,-52,
66,214,2422,Vivo Y21T,,-58,
66,214,2462,Xiaomi,,-52,
66,214,2462,Xiaomi,,-52,
66,214,2417,Vivo Y21T,,-59,
66,214,2452,Xiaomi,,-60,
66,214,2412,Vivo Y21T,,-66,
66,214,2462,Xiaomi,,-52,
66,214,2412,Vivo Y21T,,-66,
66,214,2462,Xiaomi,,-52,
66,214,2412,Vivo Y21T,,-66,
66,214,2462,Xiaomi,,-52,
66,214,2412,Vivo Y21T,,-66,
66,214,2462,Xiaomi,,-57,
66,214,2417,Vivo Y21T,,-59,
66,214,2462,Xiaomi,,-62,
66,214,2462,Xiaomi,,-57,
66,214,2462,Xiaomi,,-62,
66,214,2462,Xiaomi,,-53,
66,214,2417,Vivo Y21T,,-66,
66,214,2462,Xiaomi,,-53,
66,214,2417,Vivo Y21T,,-66,
66,214,2462,Xiaomi,,-53,
66,214,2422,Vivo Y21T,,-72,
66,214,2457,Xiaomi,,-52,
66,214,2457,Xiaomi,,-52,
66,214,2422,Vivo Y21T,,-72,
66,214,2457,Xiaomi,,-52,
66,214,2417,Vivo Y21T,,-63,
66,214,2417,Vivo Y21T,,-66,
66,214,2462,Xiaomi,,-58,
66,214,2417,Vivo Y21T,,-66,
66,214,2417,Vivo Y21T,,-66,
66,214,2462,Xiaomi,,-58,
66,214,2422,Vivo Y21T,,-58,
66,214,2422,Vivo Y21T,,-66,
66,214,2422,Vivo Y21T,,-66,
66,214,2462,Xiaomi,,-58,
66,214,2412,Vivo Y21T,,-67,
66,214,2462,Xiaomi,,-58,
66,214,2462,Xiaomi,,-58,
66,214,2412,Vivo Y21T,,-67,
66,214,2462,Xiaomi,,-58,
66,214,2462,Xiaomi,,-53,
66,214,2422,Vivo Y21T,,-72,
66,214,2462,Xiaomi,,-53,
66,214,2412,Vivo Y21T,,-58,
66,214,2457,Xiaomi,,-71,
66,214,2412,Vivo Y21T,,-58,
66,214,2457,Xiaomi,,-71,
66,214,2462,Xiaomi,,-57,
66,214,2412,Vivo Y21T,,-61,
66,214,2417,Vivo Y21T,,-66,
66,214,2462,Xiaomi,,-57,
66,214,2457,Xiaomi,,-71,
66,214,2462,Xiaomi,,-57,
66,214,2417,Vivo Y21T,,-66,
66,214,2457,Xiaomi,,-57,
66,214,2417,Vivo Y21T,,-66,
66,214,2422,Vivo Y21T,,-60,
66,214,2417,Vivo Y21T,,-68,
66,214,2462,Xiaomi,,-53,
66,214,2417,Vivo Y21T,,-68,
66,214,2462,Xiaomi,,-53,
66,214,2417,Vivo Y21T,,-68,
66,214,2422,Vivo Y21T,,-60,
66,214,2412,Vivo Y21T,,-60,
66,214,2457,Xiaomi,,-59,
66,214,2422,Vivo Y21T,,-60,
66,214,2462,Xiaomi,,-57,
67,214,2457,Xiaomi,,-51,
67,214,2412,Vivo Y21T,,-60,
67,214,2452,Xiaomi,,-62,
67,214,2417,Vivo Y21T,,-59,
67,214,2452,Xiaomi,,-62,
67,214,2417,Vivo Y21T,,-56,
67,214,2457,Xiaomi,,-51,
67,214,2452,Xiaomi,,-62,
67,214,2417,Vivo Y21T,,-59,
67,214,2412,Vivo Y21T,,-60,
67,214,2452,Xiaomi,,-62,
67,214,2412,Vivo Y21T,,-60,
67,214,2462,Xiaomi,,-51,
67,214,2462,Xiaomi,,-51,
67,214,2412,Vivo Y21T,,-60,
67,214,2457,Xiaomi,,-55,
67,214,2417,Vivo Y21T,,-56,
67,214,2422,Vivo Y21T,,-58,
67,214,2417,Vivo Y21T,,-59,
67,214,2457,Xiaomi,,-51,
67,214,2462,Xiaomi,,-52,
67,214,2417,Vivo Y21T,,-53,
67,214,2462,Xiaomi,,-51,
67,214,2422,Vivo Y21T,,-55,
67,214,2422,Vivo Y21T,,-55,
67,214,2462,Xiaomi,,-52,
67,214,2417,Vivo Y21T,,-52,
67,214,2457,Xiaomi,,-58,
67,214,2417,Vivo Y21T,,-53,
67,214,2457,Xiaomi,,-57,
67,214,2417,Vivo Y21T,,-56,
67,214,2417,Vivo Y21T,,-53,
67,214,2417,Vivo Y21T,,-53,
67,214,2457,Xiaomi,,-57,
67,214,2417,Vivo Y21T,,-53,
67,214,2462,Xiaomi,,-57,
67,214,2417,Vivo Y21T,,-53,
67,214,2462,Xiaomi,,-57,
67,214,2417,Vivo Y21T,,-53,
67,214,2462,Xiaomi,,-57,
67,214,2457,Xiaomi,,-57,
67,214,2417,Vivo Y21T,,-56,
67,214,2422,Vivo Y21T,,-58,
67,214,2422,Vivo Y21T,,-58,
67,214,2422,Vivo Y21T,,-63,
67,214,2462,Xiaomi,,-57,
67,214,2412,Vivo Y21T,,-60,
67,214,2452,Xiaomi,,-62,
67,214,2462,Xiaomi,,-52,
67,214,2417,Vivo Y21T,,-59,
67,214,2462,Xiaomi,,-52,
67,214,2417,Vivo Y21T,,-59,
67,214,2462,Xiaomi,,-52,
67,214,2417,Vivo Y21T,,-59,
67,214,2462,Xiaomi,,-57,
67,214,2422,Vivo Y21T,,-62,
67,214,2457,Xiaomi,,-57,
67,214,2422,Vivo Y21T,,-62,
67,214,2412,Vivo Y21T,,-66,
67,214,2457,Xiaomi,,-57,
67,214,2462,Xiaomi,,-58,
67,214,2417,Vivo Y21T,,-59,
67,214,2462,Xiaomi,,-58,
67,214,2417,Vivo Y21T,,-59,
67,214,2457,Xiaomi,,-60,
67,214,2452,Xiaomi,,-62,
67,214,2457,Xiaomi,,-57,
67,214,2462,Xiaomi,,-51,
67,214,2422,Vivo Y21T,,-63,
67,214,2457,Xiaomi,,-55,
67,214,2462,Xiaomi,,-51,
67,214,2412,Vivo Y21T,,-59,
67,214,2462,Xiaomi,,-51,
67,214,2417,Vivo Y21T,,-64,
67,214,2462,Xiaomi,,-51,
67,214,2417,Vivo Y21T,,-64,
67,214,2462,Xiaomi,,-51,
67,214,2417,Vivo Y21T,,-64,
67,214,2462,Xiaomi,,-57,
67,214,2417,Vivo Y21T,,-60,
67,214,2422,Vivo Y21T,,-63,
67,214,2462,Xiaomi,,-57,
67,214,2462,Xiaomi,,-57,
67,214,2417,Vivo Y21T,,-60,
67,214,2462,Xiaomi,,-57,
67,214,2422,Vivo Y21T,,-60,
67,214,2462,Xiaomi,,-54,
67,214,2422,Vivo Y21T,,-60,
67,214,2462,Xiaomi,,-54,
67,214,2422,Vivo Y21T,,-60,
67,214,2462,Xiaomi,,-54,
67,214,2417,Vivo Y21T,,-56,
67,214,2417,Vivo Y21T,,-60,
67,214,2417,Vivo Y21T,,-51,
67,214,2462,Xiaomi,-72,,
67,214,2422,Vivo Y21T,,-59,
67,214,2462,Xiaomi,-79,,
67,214,2417,Vivo Y21T,-79,,
67,214,2462,Xiaomi,-79,,
67,214,2417,Vivo Y21T,-79,,
67,214,2462,Xiaomi,-79,,
67,214,2417,Vivo Y21T,-79,,
67,214,2462,Xiaomi,-79,,
67,214,2417,Vivo Y21T,-79,,
67,214,2462,Xiaomi,-79,,
67,214,2417,Vivo Y21T,-79,,
67,214,2462,Xiaomi,-79,,
67,214,2417,Vivo Y21T,-72,,
67,214,2462,Xiaomi,-81,,
67,214,2417,Vivo Y21T,-72,,
67,214,2462,Xiaomi,-81,,
67,214,2417,Vivo Y21T,-72,,
67,214,2462,Xiaomi,-81,,
67,214,2417,Vivo Y21T,-75,,
67,214,2462,Xiaomi,-81,,
67,214,2417,Vivo Y21T,-79,,
67,214,2462,Xiaomi,-79,,
67,214,2417,Vivo Y21T,-79,,
67,214,2462,Xiaomi,-79,,
67,214,2462,Xiaomi,-72,,
67,214,2412,Vivo Y21T,-75,,
67,214,2452,Xiaomi,-78,,
67,214,2412,Vivo Y21T,-75,,
67,214,2452,Xiaomi,-78,,
67,214,2412,Vivo Y21T,-75,,
67,214,2452,Xiaomi,-78,,
67,214,2412,Vivo Y21T,-75,,
67,214,2452,Xiaomi,-78,,
67,214,2417,Vivo Y21T,-75,,
67,214,2412,Vivo Y21T,-75,,
67,214,2412,Vivo Y21T,-75,,
67,214,2452,Xiaomi,-78,,
67,214,2412,Vivo Y21T,-75,,
67,214,2452,Xiaomi,-78,,
67,214,2412,Vivo Y21T,-75,,
67,214,2452,Xiaomi,-78,,
67,214,2412,Vivo Y21T,-75,,
67,214,2462,Xiaomi,-79,,
67,214,2412,Vivo Y21T,-75,,
67,214,2452,Xiaomi,-78,,
67,214,2462,Xiaomi,-72,,
67,214,2417,Vivo Y21T,-75,,
67,214,2417,Vivo Y21T,,-56,
67,214,2452,Xiaomi,-80,,
67,214,2452,Xiaomi,-80,,
67,214,2452,Xiaomi,-80,,
67,214,2452,Xiaomi,-80,,
67,214,2462,Xiaomi,-82,,
67,214,2462,Xiaomi,-82,,
67,214,2462,Xiaomi,-82,,
67,214,2457,Xiaomi,-74,,
67,214,2457,Xiaomi,-74,,
67,214,2462,Xiaomi,-84,,
67,214,2457,Xiaomi,-81,,
67,214,2412,Vivo Y21T,,-54,
67,214,2412,Vivo Y21T,,-60,
67,214,2462,Xiaomi,,-56,
67,214,2412,Vivo Y21T,,-60,
67,214,2462,Xiaomi,,-56,
67,214,2412,Vivo Y21T,,-60,
67,214,2462,Xiaomi,,-56,
67,214,2422,Vivo Y21T,,-59,
67,214,2462,Xiaomi,,-56,
67,214,2457,Xiaomi,-81,,
67,214,2462,Xiaomi,,-56,
67,214,2462,Xiaomi,-84,,
67,214,2462,Xiaomi,-84,,
67,214,2417,Vivo Y21T,-75,,
67,214,2462,Xiaomi,-72,,
67,214,2457,Xiaomi,-73,,
67,214,2457,Xiaomi,-73,,
67,214,2457,Xiaomi,-73,,
67,214,2457,Xiaomi,-73,,
67,214,2462,Xiaomi,-75,,
67,214,2462,Xiaomi,-75,,
67,214,2462,Xiaomi,-75,,
67,214,2462,Xiaomi,-84,,
67,214,2452,Xiaomi,-80,,
67,214,2462,Xiaomi,-77,,
67,214,2462,Xiaomi,-77,,
67,214,2462,Xiaomi,-77,,
67,214,2462,Xiaomi,-77,,
67,214,2462,Xiaomi,-77,,
67,214,2462,Xiaomi,-80,,
67,214,2462,Xiaomi,-80,,
67,214,2462,Xiaomi,-80,,
67,214,2462,Xiaomi,-80,,
67,214,2462,Xiaomi,-77,,
67,214,2457,Xiaomi,,-60,
68,214,2457,Vivo Y21T,-75,,
68,214,2457,Vivo Y21T,,-55,
68,214,2457,Xiaomi,-74,,
68,214,2462,Vivo Y21T,-84,,
68,214,2457,Xiaomi,-74,,
68,214,2462,Vivo Y21T,-84,,
68,214,2457,Xiaomi,-74,,
68,214,2462,Vivo Y21T,-84,,
68,214,2462,Vivo Y21T,-84,,
68,214,2457,Xiaomi,-81,,
68,214,2462,Vivo Y21T,-86,,
68,214,2462,Vivo Y21T,-82,,
68,214,2457,Xiaomi,-81,,
68,214,2462,Vivo Y21T,-86,,
68,214,2457,Xiaomi,-81,,
68,214,2462,Vivo Y21T,-86,,
68,214,2462,Xiaomi,-84,,
68,214,2462,Vivo Y21T,-86,,
68,214,2462,Xiaomi,-84,,
68,214,2462,Vivo Y21T,-86,,
68,214,2462,Xiaomi,-84,,
68,214,2462,Vivo Y21T,-86,,
68,214,2457,Xiaomi,-81,,
68,214,2462,Xiaomi,-84,,
68,214,2462,Xiaomi,-87,,
68,214,2462,Xiaomi,-87,,
68,214,2462,Xiaomi,-74,,
68,214,2462,Vivo Y21T,-82,,
68,214,2462,Xiaomi,-74,,
68,214,2462,Vivo Y21T,-82,,
68,214,2457,Xiaomi,-75,,
68,214,2462,Vivo Y21T,-82,,
68,214,2457,Xiaomi,-78,,
68,214,2462,Vivo Y21T,-82,,
68,214,2457,Xiaomi,-78,,
68,214,2462,Vivo Y21T,-82,,
68,214,2462,Vivo Y21T,-82,,
68,214,2462,Vivo Y21T,-82,,
68,214,2457,Xiaomi,-78,,
68,214,2462,Vivo Y21T,-82,,
68,214,2457,Xiaomi,-78,,
68,214,2462,Vivo Y21T,-82,,
68,214,2457,Xiaomi,-78,,
68,214,2462,Vivo Y21T,-82,,
68,214,2462,Xiaomi,-87,,
68,214,2462,Vivo Y21T,-82,,
68,214,2457,Xiaomi,-78,,
68,214,2462,Vivo Y21T,-86,,
68,214,2462,Xiaomi,-84,,
68,214,2462,Vivo Y21T,-86,,
68,214,2462,Vivo Y21T,-85,,
68,214,2452,Xiaomi,-79,,
68,214,2462,Vivo Y21T,-85,,
68,214,2452,Xiaomi,-79,,
68,214,2462,Vivo Y21T,-85,,
68,214,2462,Vivo Y21T,-75,,
68,214,2462,Xiaomi,-82,,
68,214,2462,Xiaomi,-82,,
68,214,2462,Vivo Y21T,-75,,
68,214,2452,Xiaomi,-79,,
68,214,2457,Xiaomi,-72,,
68,214,2462,Vivo Y21T,-77,,
68,214,2462,Xiaomi,-83,,
68,214,2462,Xiaomi,-83,,
68,214,2462,Vivo Y21T,-77,,
68,214,2462,Xiaomi,-79,,
68,214,2462,Vivo Y21T,-77,,
68,214,2462,Xiaomi,-79,,
68,214,2462,Vivo Y21T,-77,,
68,214,2462,Xiaomi,-79,,
68,214,2462,Vivo Y21T,-77,,
68,214,2462,Vivo Y21T,-85,,
68,214,2452,Xiaomi,-79,,
68,214,2462,Vivo Y21T,-78,,
68,214,2462,Xiaomi,-84,,
68,214,2462,Vivo Y21T,-86,,
68,214,2462,Xiaomi,-86,,
68,214,2457,Vivo Y21T,-76,,
68,214,2462,Xiaomi,-86,,
68,214,2462,Vivo Y21T,-86,,
68,214,2462,Xiaomi,-86,,
68,214,2462,Vivo Y21T,-86,,
68,214,2462,Xiaomi,-86,,
68,214,2462,Vivo Y21T,-86,,
68,214,2462,Xiaomi,-79,,
68,214,2462,Vivo Y21T,-79,,
68,214,2462,Xiaomi,-79,,
68,214,2462,Vivo Y21T,-79,,
68,214,2462,Xiaomi,-79,,
68,214,2462,Vivo Y21T,-79,,
68,214,2462,Xiaomi,-79,,
68,214,2462,Vivo Y21T,-78,,
68,214,2462,Vivo Y21T,-78,,
68,214,2462,Xiaomi,-79,,
68,214,2462,Xiaomi,-79,,
68,214,2452,Xiaomi,,-57,
68,214,2462,Xiaomi,-79,,
68,214,2462,Xiaomi,,-60,
68,214,2462,Xiaomi,,-60,
68,214,2462,Vivo Y21T,,-62,
68,214,2452,Xiaomi,,-61,
68,214,2462,Vivo Y21T,,-62,
68,214,2452,Xiaomi,,-61,
68,214,2462,Vivo Y21T,,-62,
68,214,2452,Xiaomi,,-61,
68,214,2462,Vivo Y21T,,-59,
68,214,2452,Xiaomi,,-61,
68,214,2462,Vivo Y21T,,-59,
68,214,2457,Xiaomi,,-56,
68,214,2452,Xiaomi,,-61,
68,214,2452,Xiaomi,,-61,
68,214,2452,Vivo Y21T,,-63,
68,214,2452,Xiaomi,,-61,
68,214,2462,Vivo Y21T,,-68,
68,214,2452,Xiaomi,,-62,
68,214,2462,Vivo Y21T,,-68,
68,214,2452,Xiaomi,,-62,
68,214,2452,Vivo Y21T,,-66,
68,214,2452,Xiaomi,,-62,
68,214,2462,Vivo Y21T,,-59,
68,214,2462,Vivo Y21T,,-61,
68,214,2462,Vivo Y21T,,-62,
68,214,2457,Vivo Y21T,,-60,
68,214,2462,Xiaomi,,-50,
68,214,2457,Vivo Y21T,,-55,
68,214,2462,Xiaomi,,-50,
68,214,2457,Vivo Y21T,,-55,
68,214,2457,Xiaomi,,-64,
68,214,2462,Vivo Y21T,,-58,
68,214,2457,Xiaomi,,-64,
68,214,2462,Vivo Y21T,,-58,
68,214,2457,Xiaomi,,-64,
68,214,2462,Xiaomi,,-57,
68,214,2457,Vivo Y21T,,-63,
68,214,2457,Vivo Y21T,,-59,
68,214,2462,Xiaomi,,-52,
68,214,2457,Vivo Y21T,,-59,
68,214,2462,Xiaomi,,-52,
68,214,2462,Xiaomi,,-52,
68,214,2447,Vivo Y21T,,-75,
68,214,2447,Xiaomi,,-72,
68,214,2457,Vivo Y21T,,-60,
68,214,2462,Xiaomi,,-57,
68,214,2457,Xiaomi,,-64,
68,214,2452,Xiaomi,,-63,
68,214,2462,Vivo Y21T,,-61,
68,214,2452,Xiaomi,,-63,
68,214,2462,Xiaomi,,-61,
68,214,2462,Vivo Y21T,,-58,
68,214,2462,Xiaomi,,-61,
68,214,2462,Vivo Y21T,,-58,
68,214,2462,Xiaomi,,-61,
68,214,2452,Vivo Y21T,,-59,
68,214,2462,Xiaomi,,-51,
68,214,2457,Vivo Y21T,,-63,
68,214,2462,Xiaomi,,-51,
68,214,2462,Vivo Y21T,,-58,
68,214,2457,Vivo Y21T,,-63,
68,214,2457,Vivo Y21T,,-63,
68,214,2462,Xiaomi,,-51,
68,214,2457,Vivo Y21T,,-59,
68,214,2462,Xiaomi,,-62,
68,214,2462,Xiaomi,,-62,
68,214,2457,Vivo Y21T,,-59,
68,214,2457,Vivo Y21T,,-59,
68,214,2452,Xiaomi,,-65,
68,214,2462,Vivo Y21T,,-67,
68,214,2462,Xiaomi,,-51,
68,214,2462,Xiaomi,,-47,
68,214,2462,Vivo Y21T,,-59,
68,214,2462,Xiaomi,,-47,
68,214,2457,Vivo Y21T,,-59,
68,214,2452,Xiaomi,,-63,
68,214,2457,Vivo Y21T,,-59,
68,214,2462,Xiaomi,,-53,
68,214,2457,Vivo Y21T,,-59,
68,214,2462,Xiaomi,,-53,
68,214,2457,Vivo Y21T,,-59,
68,214,2462,Xiaomi,,-53,
68,214,2452,Vivo Y21T,,-59,
68,214,2452,Xiaomi,,-61,
68,214,2462,Vivo Y21T,,-57,
68,214,2452,Xiaomi,,-60,
68,214,2462,Vivo Y21T,,-57,
68,214,2452,Xiaomi,,-60,
68,214,2462,Vivo Y21T,,-57,
68,214,2452,Xiaomi,,-60,
68,214,2447,Vivo Y21T,,-67,
68,214,2462,Xiaomi,,-47,
68,214,2462,Vivo Y21T,,-59,
68,214,2462,Xiaomi,,-47,
68,214,2462,Vivo Y21T,,-59,
68,214,2462,Vivo Y21T,,-67,
68,214,2457,Vivo Y21T,-75,,
68,214,2462,Vivo Y21T,,-58,
68,214,2457,Vivo Y21T,-75,,
68,214,2462,Xiaomi,,-50,
68,214,2462,Xiaomi,-79,,
69,214,2462,Xiaomi,,-43,
69,214,2462,Xiaomi,,-52,
69,214,2457,Vivo Y21T,,-46,
69,214,2457,Xiaomi,,-50,
69,214,2462,Xiaomi,,-43,
69,214,2462,Vivo Y21T,,-44,
69,214,2462,Xiaomi,,-43,
69,214,2457,Vivo Y21T,,-46,
69,214,2462,Xiaomi,-75,,
69,214,2462,Xiaomi,-75,,
69,214,2462,Vivo Y21T,-82,,
69,214,2462,Xiaomi,-75,,
69,214,2462,Vivo Y21T,-78,,
69,214,2462,Xiaomi,-77,,
69,214,2462,Vivo Y21T,-78,,
69,214,2462,Vivo Y21T,-82,,
69,214,2462,Xiaomi,,-52,
69,214,2457,Vivo Y21T,,-46,
69,214,2447,Xiaomi,,-67,
69,214,2447,Vivo Y21T,,-63,
69,214,2452,Xiaomi,,-56,
69,214,2462,Vivo Y21T,,-59,
69,214,2462,Xiaomi,,-48,
69,214,2462,Vivo Y21T,,-59,
69,214,2462,Xiaomi,,-48,
69,214,2462,Vivo Y21T,,-59,
69,214,2457,Xiaomi,,-51,
69,214,2462,Vivo Y21T,,-59,
69,214,2462,Xiaomi,,-43,
69,214,2462,Vivo Y21T,,-59,
69,214,2462,Xiaomi,,-43,
69,214,2462,Vivo Y21T,,-59,
69,214,2462,Xiaomi,,-43,
69,214,2447,Vivo Y21T,,-59,
69,214,2462,Xiaomi,-77,,
69,214,2462,Vivo Y21T,-78,,
69,214,2462,Xiaomi,-77,,
69,214,2462,Vivo Y21T,-78,,
69,214,2452,Vivo Y21T,-80,,
69,214,2457,Xiaomi,-71,,
69,214,2452,Vivo Y21T,-80,,
69,214,2457,Xiaomi,-71,,
69,214,2452,Vivo Y21T,-80,,
69,214,2457,Xiaomi,-71,,
69,214,2452,Vivo Y21T,-80,,
69,214,2462,Xiaomi,-80,,
69,214,2452,Vivo Y21T,-80,,
69,214,2462,Xiaomi,-80,,
69,214,2452,Vivo Y21T,-80,,
69,214,2462,Xiaomi,-80,,
69,214,2452,Vivo Y21T,-80,,
69,214,2462,Vivo Y21T,,-44,
69,214,2462,Vivo Y21T,,-46,
69,214,2462,Xiaomi,-76,,
69,214,2457,Xiaomi,,-44,
69,214,2452,Vivo Y21T,-80,,
69,214,2452,Vivo Y21T,-80,,
69,214,2462,Xiaomi,-77,,
69,214,2462,Vivo Y21T,-77,,
69,214,2457,Xiaomi,-78,,
69,214,2462,Vivo Y21T,-77,,
69,214,2457,Xiaomi,-78,,
69,214,2457,Xiaomi,-78,,
69,214,2462,Vivo Y21T,-81,,
69,214,2462,Xiaomi,-75,,
69,214,2462,Vivo Y21T,-81,,
69,214,2462,Xiaomi,-75,,
69,214,2462,Vivo Y21T,-81,,
69,214,2452,Vivo Y21T,-80,,
69,214,2462,Xiaomi,-75,,
69,214,2452,Vivo Y21T,-80,,
69,214,2462,Xiaomi,-76,,
69,214,2462,Xiaomi,-76,,
69,214,2452,Xiaomi,-76,,
69,214,2462,Vivo Y21T,,-53,
69,214,2462,Vivo Y21T,,-53,
69,214,2457,Vivo Y21T,,-47,
69,214,2462,Xiaomi,,-42,
69,214,2462,Vivo Y21T,,-59,
69,214,2462,Xiaomi,,-43,
69,214,2462,Vivo Y21T,,-59,
69,214,2462,Xiaomi,,-43,
69,214,2462,Xiaomi,,-42,
69,214,2462,Vivo Y21T,,-59,
69,214,2457,Vivo Y21T,,-44,
69,214,2457,Xiaomi,,-51,
69,214,2462,Vivo Y21T,,-47,
69,214,2462,Xiaomi,,-38,
