"mac_address","ssid","signal_strength","source","channel","floorid","timestamp"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-32","150","2023-11-10 16:54:34"
"52:39:94:90:76:D2","C10","2437","cap1","-38","150","2023-11-10 16:54:34"
"02:9D:2F:8D:49:90","C6","2437","cap1","-58","150","2023-11-10 16:54:34"
"FE:47:AD:D7:13:E2","C1","2442","cap1","-34","150","2023-11-10 16:54:34"
"56:3A:A2:F8:0C:63","C3","2447","cap1","-33","150","2023-11-10 16:54:34"
"7A:6B:C2:5A:7B:88","C8","2452","cap1","-42","150","2023-11-10 16:54:34"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-78","150","2023-11-10 16:54:36"
"02:9D:2F:8D:49:90","C6","2417","cap2","-72","150","2023-11-10 16:54:36"
"52:39:94:90:76:D2","C10","2417","cap2","-67","150","2023-11-10 16:54:36"
"7A:6B:C2:5A:7B:88","C8","2437","cap2","-70","150","2023-11-10 16:54:36"
"02:9D:2F:8D:49:90","C6","2412","cap3","-88","150","2023-11-10 16:54:36"
"F6:CE:87:F2:06:21","C5","2422","cap3","-84","150","2023-11-10 16:54:36"
"52:39:94:90:76:D2","C10","2422","cap3","-87","150","2023-11-10 16:54:36"
"B6:6A:AD:C1:CF:19","C4","2447","cap1","-43","150","2023-11-10 16:54:49"
"F6:CE:87:F2:06:21","C5","2417","cap1","-37","150","2023-11-10 16:54:49"
"1E:03:B6:E0:9E:3C","C2","2437","cap1","-33","150","2023-11-10 16:54:49"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-31","150","2023-11-10 16:54:49"
"52:39:94:90:76:D2","C10","2437","cap1","-39","150","2023-11-10 16:54:49"
"7A:6B:C2:5A:7B:88","C8","2452","cap1","-45","150","2023-11-10 16:54:49"
"02:9D:2F:8D:49:90","C6","2417","cap1","-24","150","2023-11-10 16:54:49"
"56:3A:A2:F8:0C:63","C3","2452","cap1","-41","150","2023-11-10 16:54:49"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-77","150","2023-11-10 16:54:53"
"02:9D:2F:8D:49:90","C6","2442","cap2","-77","150","2023-11-10 16:54:53"
"52:39:94:90:76:D2","C10","2427","cap2","-65","150","2023-11-10 16:54:53"
"7A:6B:C2:5A:7B:88","C8","2437","cap2","-73","150","2023-11-10 16:54:53"
"56:3A:A2:F8:0C:63","C3","2442","cap2","-79","150","2023-11-10 16:54:53"
"F6:CE:87:F2:06:21","C5","2412","cap3","-83","150","2023-11-10 16:54:53"
"02:9D:2F:8D:49:90","C6","2442","cap3","-82","150","2023-11-10 16:54:53"
"52:39:94:90:76:D2","C10","2427","cap3","-86","150","2023-11-10 16:54:53"
"7A:6B:C2:5A:7B:88","C8","2437","cap3","-89","150","2023-11-10 16:54:53"
"02:9D:2F:8D:49:90","C6","2427","cap1","-49","150","2023-11-10 16:55:04"
"56:3A:A2:F8:0C:63","C3","2452","cap1","-43","150","2023-11-10 16:55:04"
"FE:47:AD:D7:13:E2","C1","2452","cap1","-43","150","2023-11-10 16:55:04"
"F6:CE:87:F2:06:21","C5","2422","cap1","-37","150","2023-11-10 16:55:04"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-31","150","2023-11-10 16:55:04"
"52:39:94:90:76:D2","C10","2452","cap1","-62","150","2023-11-10 16:55:04"
"1E:03:B6:E0:9E:3C","C2","2452","cap1","-49","150","2023-11-10 16:55:04"
"7A:6B:C2:5A:7B:88","C8","2452","cap1","-44","150","2023-11-10 16:55:04"
"F6:CE:87:F2:06:21","C5","2417","cap3","-90","150","2023-11-10 16:55:10"
"52:39:94:90:76:D2","C10","2417","cap3","-83","150","2023-11-10 16:55:10"
"7A:6B:C2:5A:7B:88","C8","2437","cap3","-86","150","2023-11-10 16:55:10"
"F6:CE:87:F2:06:21","C5","2412","cap2","-82","150","2023-11-10 16:55:11"
"52:39:94:90:76:D2","C10","2417","cap2","-70","150","2023-11-10 16:55:11"
"02:9D:2F:8D:49:90","C6","2417","cap2","-67","150","2023-11-10 16:55:11"
"7A:6B:C2:5A:7B:88","C8","2447","cap2","-73","150","2023-11-10 16:55:11"
"F6:CE:87:F2:06:21","C5","2412","cap1","-32","150","2023-11-10 16:55:20"
"7A:6B:C2:5A:7B:88","C8","2452","cap1","-43","150","2023-11-10 16:55:20"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-32","150","2023-11-10 16:55:20"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-40","150","2023-11-10 16:55:20"
"52:39:94:90:76:D2","C10","2447","cap1","-56","150","2023-11-10 16:55:20"
"02:9D:2F:8D:49:90","C6","2417","cap1","-26","150","2023-11-10 16:55:20"
"56:3A:A2:F8:0C:63","C3","2442","cap1","-27","150","2023-11-10 16:55:20"
"02:9D:2F:8D:49:90","C6","2417","cap3","-85","150","2023-11-10 16:55:25"
"F6:CE:87:F2:06:21","C5","2422","cap3","-86","150","2023-11-10 16:55:25"
"7A:6B:C2:5A:7B:88","C8","2437","cap3","-86","150","2023-11-10 16:55:25"
"52:39:94:90:76:D2","C10","2417","cap2","-69","150","2023-11-10 16:55:27"
"7A:6B:C2:5A:7B:88","C8","2447","cap2","-76","150","2023-11-10 16:55:27"
"02:9D:2F:8D:49:90","C6","2437","cap1","-56","150","2023-11-10 16:55:35"
"52:39:94:90:76:D2","C10","2447","cap1","-60","150","2023-11-10 16:55:35"
"56:3A:A2:F8:0C:63","C3","2452","cap1","-46","150","2023-11-10 16:55:35"
"F6:CE:87:F2:06:21","C5","2417","cap1","-34","150","2023-11-10 16:55:35"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-33","150","2023-11-10 16:55:35"
"B6:6A:AD:C1:CF:19","C4","2437","cap1","-39","150","2023-11-10 16:55:35"
"FE:47:AD:D7:13:E2","C1","2452","cap1","-46","150","2023-11-10 16:55:35"
"02:9D:2F:8D:49:90","C6","2422","cap3","-86","150","2023-11-10 16:55:41"
"52:39:94:90:76:D2","C10","2427","cap3","-84","150","2023-11-10 16:55:41"
"F6:CE:87:F2:06:21","C5","2412","cap3","-84","150","2023-11-10 16:55:41"
"02:9D:2F:8D:49:90","C6","2417","cap2","-72","150","2023-11-10 16:55:42"
"7A:6B:C2:5A:7B:88","C8","2432","cap2","-68","150","2023-11-10 16:55:42"
"56:3A:A2:F8:0C:63","C3","2447","cap2","-80","150","2023-11-10 16:55:42"
"1E:03:B6:E0:9E:3C","C2","2432","cap2","-75","150","2023-11-10 16:55:42"
"F6:CE:87:F2:06:21","C5","2417","cap1","-30","150","2023-11-10 16:55:50"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-32","150","2023-11-10 16:55:50"
"56:3A:A2:F8:0C:63","C3","2452","cap1","-42","150","2023-11-10 16:55:50"
"02:9D:2F:8D:49:90","C6","2437","cap1","-56","150","2023-11-10 16:55:50"
"FE:47:AD:D7:13:E2","C1","2452","cap1","-49","150","2023-11-10 16:55:50"
"B6:6A:AD:C1:CF:19","C4","2452","cap1","-55","150","2023-11-10 16:55:50"
"7A:6B:C2:5A:7B:88","C8","2452","cap1","-47","150","2023-11-10 16:55:50"
"52:39:94:90:76:D2","C10","2427","cap1","-29","150","2023-11-10 16:55:50"
"02:9D:2F:8D:49:90","C6","2417","cap3","-86","150","2023-11-10 16:55:56"
"F6:CE:87:F2:06:21","C5","2412","cap3","-84","150","2023-11-10 16:55:56"
"52:39:94:90:76:D2","C10","2422","cap3","-89","150","2023-11-10 16:55:56"
"02:9D:2F:8D:49:90","C6","2412","cap2","-72","150","2023-11-10 16:55:57"
"F6:CE:87:F2:06:21","C5","2422","cap2","-81","150","2023-11-10 16:55:57"
"7A:6B:C2:5A:7B:88","C8","2427","cap2","-74","150","2023-11-10 16:55:57"
"56:3A:A2:F8:0C:63","C3","2442","cap2","-76","150","2023-11-10 16:55:57"
"56:3A:A2:F8:0C:63","C3","2452","cap1","-46","150","2023-11-10 16:56:05"
"F6:CE:87:F2:06:21","C5","2417","cap1","-32","150","2023-11-10 16:56:05"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-32","150","2023-11-10 16:56:05"
"52:39:94:90:76:D2","C10","2447","cap1","-58","150","2023-11-10 16:56:05"
"02:9D:2F:8D:49:90","C6","2432","cap1","-40","150","2023-11-10 16:56:05"
"FE:47:AD:D7:13:E2","C1","2452","cap1","-45","150","2023-11-10 16:56:05"
"B6:6A:AD:C1:CF:19","C4","2442","cap1","-42","150","2023-11-10 16:56:05"
"02:9D:2F:8D:49:90","C6","2412","cap3","-86","150","2023-11-10 16:56:11"
"F6:CE:87:F2:06:21","C5","2417","cap3","-78","150","2023-11-10 16:56:11"
"52:39:94:90:76:D2","C10","2422","cap3","-90","150","2023-11-10 16:56:11"
"02:9D:2F:8D:49:90","C6","2417","cap2","-69","150","2023-11-10 16:56:13"
"F6:CE:87:F2:06:21","C5","2417","cap2","-71","150","2023-11-10 16:56:13"
"7A:6B:C2:5A:7B:88","C8","2432","cap2","-62","150","2023-11-10 16:56:13"
"B6:6A:AD:C1:CF:19","C4","2432","cap2","-76","150","2023-11-10 16:56:13"
"02:9D:2F:8D:49:90","C6","2427","cap1","-37","150","2023-11-10 16:56:21"
"56:3A:A2:F8:0C:63","C3","2442","cap1","-28","150","2023-11-10 16:56:21"
"FE:47:AD:D7:13:E2","C1","2452","cap1","-49","150","2023-11-10 16:56:21"
"F6:CE:87:F2:06:21","C5","2422","cap1","-37","150","2023-11-10 16:56:21"
"7A:6B:C2:5A:7B:88","C8","2452","cap1","-45","150","2023-11-10 16:56:21"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-33","150","2023-11-10 16:56:21"
"52:39:94:90:76:D2","C10","2447","cap1","-63","150","2023-11-10 16:56:21"
"B6:6A:AD:C1:CF:19","C4","2452","cap1","-49","150","2023-11-10 16:56:21"
"F6:CE:87:F2:06:21","C5","2422","cap3","-86","150","2023-11-10 16:56:27"
"02:9D:2F:8D:49:90","C6","2412","cap3","-90","150","2023-11-10 16:56:27"
"52:39:94:90:76:D2","C10","2422","cap3","-90","150","2023-11-10 16:56:27"
"B6:6A:AD:C1:CF:19","C4","2437","cap3","-88","150","2023-11-10 16:56:27"
"7A:6B:C2:5A:7B:88","C8","2437","cap3","-86","150","2023-11-10 16:56:27"
"1E:03:B6:E0:9E:3C","C2","2437","cap3","-85","150","2023-11-10 16:56:27"
"02:9D:2F:8D:49:90","C6","2412","cap2","-70","150","2023-11-10 16:56:29"
"52:39:94:90:76:D2","C10","2417","cap2","-67","150","2023-11-10 16:56:29"
"7A:6B:C2:5A:7B:88","C8","2447","cap2","-72","150","2023-11-10 16:56:29"
"F6:CE:87:F2:06:21","C5","2417","cap1","-28","150","2023-11-10 16:56:36"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-33","150","2023-11-10 16:56:36"
"02:9D:2F:8D:49:90","C6","2422","cap1","-32","150","2023-11-10 16:56:36"
"56:3A:A2:F8:0C:63","C3","2452","cap1","-43","150","2023-11-10 16:56:36"
"FE:47:AD:D7:13:E2","C1","2442","cap1","-34","150","2023-11-10 16:56:36"
"B6:6A:AD:C1:CF:19","C4","2442","cap1","-41","150","2023-11-10 16:56:36"
"F6:CE:87:F2:06:21","C5","2417","cap3","-82","150","2023-11-10 16:56:42"
"52:39:94:90:76:D2","C10","2417","cap3","-94","150","2023-11-10 16:56:42"
"F6:CE:87:F2:06:21","C5","2417","cap2","-79","150","2023-11-10 16:56:44"
"02:9D:2F:8D:49:90","C6","2417","cap2","-77","150","2023-11-10 16:56:44"
"F6:CE:87:F2:06:21","C5","2417","cap2","-69","157","2023-11-10 16:57:53"
"52:39:94:90:76:D2","C10","2417","cap2","-65","157","2023-11-10 16:57:53"
"02:9D:2F:8D:49:90","C6","2412","cap2","-66","157","2023-11-10 16:57:53"
"56:3A:A2:F8:0C:63","C3","2437","cap2","-74","157","2023-11-10 16:57:53"
"B6:6A:AD:C1:CF:19","C4","2437","cap2","-72","157","2023-11-10 16:57:53"
"F6:CE:87:F2:06:21","C5","2417","cap1","-65","157","2023-11-10 16:57:53"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-59","157","2023-11-10 16:57:53"
"52:39:94:90:76:D2","C10","2427","cap1","-46","157","2023-11-10 16:57:53"
"02:9D:2F:8D:49:90","C6","2422","cap1","-50","157","2023-11-10 16:57:53"
"7A:6B:C2:5A:7B:88","C8","2452","cap1","-72","157","2023-11-10 16:57:53"
"56:3A:A2:F8:0C:63","C3","2442","cap1","-57","157","2023-11-10 16:57:53"
"B6:6A:AD:C1:CF:19","C4","2447","cap1","-64","157","2023-11-10 16:57:53"
"1E:03:B6:E0:9E:3C","C2","2437","cap1","-54","157","2023-11-10 16:57:53"
"A2:89:5E:B6:E7:58","C7","2412","cap3","-84","157","2023-11-10 16:57:54"
"02:9D:2F:8D:49:90","C6","2412","cap3","-81","157","2023-11-10 16:57:54"
"F6:CE:87:F2:06:21","C5","2422","cap3","-79","157","2023-11-10 16:57:54"
"52:39:94:90:76:D2","C10","2427","cap3","-79","157","2023-11-10 16:57:54"
"FE:47:AD:D7:13:E2","C1","2442","cap3","-86","157","2023-11-10 16:57:54"
"1E:03:B6:E0:9E:3C","C2","2437","cap3","-89","157","2023-11-10 16:57:54"
"02:9D:2F:8D:49:90","C6","2422","cap2","-67","157","2023-11-10 16:58:10"
"F6:CE:87:F2:06:21","C5","2417","cap2","-74","157","2023-11-10 16:58:10"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-76","157","2023-11-10 16:58:10"
"52:39:94:90:76:D2","C10","2427","cap2","-68","157","2023-11-10 16:58:10"
"1E:03:B6:E0:9E:3C","C2","2437","cap2","-81","157","2023-11-10 16:58:10"
"F6:CE:87:F2:06:21","C5","2417","cap3","-73","157","2023-11-10 16:58:12"
"52:39:94:90:76:D2","C10","2427","cap3","-81","157","2023-11-10 16:58:12"
"02:9D:2F:8D:49:90","C6","2422","cap3","-83","157","2023-11-10 16:58:12"
"FE:47:AD:D7:13:E2","C1","2437","cap3","-88","157","2023-11-10 16:58:12"
"F6:CE:87:F2:06:21","C5","2412","cap1","-54","157","2023-11-10 16:58:12"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-58","157","2023-11-10 16:58:12"
"52:39:94:90:76:D2","C10","2427","cap1","-43","157","2023-11-10 16:58:12"
"02:9D:2F:8D:49:90","C6","2422","cap1","-53","157","2023-11-10 16:58:12"
"56:3A:A2:F8:0C:63","C3","2447","cap1","-59","157","2023-11-10 16:58:12"
"F6:CE:87:F2:06:21","C5","2417","cap2","-77","157","2023-11-10 16:58:25"
"02:9D:2F:8D:49:90","C6","2417","cap2","-67","157","2023-11-10 16:58:25"
"52:39:94:90:76:D2","C10","2417","cap2","-75","157","2023-11-10 16:58:25"
"F6:CE:87:F2:06:21","C5","2417","cap1","-48","157","2023-11-10 16:58:29"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-59","157","2023-11-10 16:58:29"
"52:39:94:90:76:D2","C10","2427","cap1","-48","157","2023-11-10 16:58:29"
"7A:6B:C2:5A:7B:88","C8","2442","cap1","-51","157","2023-11-10 16:58:29"
"F6:CE:87:F2:06:21","C5","2422","cap3","-79","157","2023-11-10 16:58:29"
"52:39:94:90:76:D2","C10","2422","cap3","-83","157","2023-11-10 16:58:29"
"02:9D:2F:8D:49:90","C6","2422","cap3","-83","157","2023-11-10 16:58:29"
"FE:47:AD:D7:13:E2","C1","2437","cap3","-91","157","2023-11-10 16:58:29"
"56:3A:A2:F8:0C:63","C3","2437","cap3","-91","157","2023-11-10 16:58:29"
"02:9D:2F:8D:49:90","C6","2417","cap2","-74","157","2023-11-10 16:58:43"
"F6:CE:87:F2:06:21","C5","2412","cap2","-77","157","2023-11-10 16:58:43"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-77","157","2023-11-10 16:58:43"
"52:39:94:90:76:D2","C10","2412","cap2","-73","157","2023-11-10 16:58:43"
"02:9D:2F:8D:49:90","C6","2447","cap1","-52","157","2023-11-10 16:58:45"
"F6:CE:87:F2:06:21","C5","2427","cap1","-73","157","2023-11-10 16:58:45"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-55","157","2023-11-10 16:58:45"
"52:39:94:90:76:D2","C10","2432","cap1","-52","157","2023-11-10 16:58:45"
"F6:CE:87:F2:06:21","C5","2422","cap3","-79","157","2023-11-10 16:58:47"
"02:9D:2F:8D:49:90","C6","2422","cap3","-82","157","2023-11-10 16:58:47"
"52:39:94:90:76:D2","C10","2427","cap3","-83","157","2023-11-10 16:58:47"
"FE:47:AD:D7:13:E2","C1","2437","cap3","-88","157","2023-11-10 16:58:47"
"F6:CE:87:F2:06:21","C5","2422","cap2","-75","157","2023-11-10 16:58:59"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-74","157","2023-11-10 16:58:59"
"52:39:94:90:76:D2","C10","2427","cap2","-72","157","2023-11-10 16:58:59"
"7A:6B:C2:5A:7B:88","C8","2442","cap2","-70","157","2023-11-10 16:58:59"
"F6:CE:87:F2:06:21","C5","2417","cap1","-54","157","2023-11-10 16:59:01"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-56","157","2023-11-10 16:59:01"
"52:39:94:90:76:D2","C10","2427","cap1","-46","157","2023-11-10 16:59:01"
"02:9D:2F:8D:49:90","C6","2422","cap1","-52","157","2023-11-10 16:59:01"
"56:3A:A2:F8:0C:63","C3","2427","cap1","-62","157","2023-11-10 16:59:01"
"FE:47:AD:D7:13:E2","C1","2447","cap1","-59","157","2023-11-10 16:59:01"
"1E:03:B6:E0:9E:3C","C2","2442","cap1","-59","157","2023-11-10 16:59:01"
"02:9D:2F:8D:49:90","C6","2422","cap3","-90","157","2023-11-10 16:59:03"
"F6:CE:87:F2:06:21","C5","2422","cap3","-80","157","2023-11-10 16:59:03"
"52:39:94:90:76:D2","C10","2427","cap3","-75","157","2023-11-10 16:59:03"
"B6:6A:AD:C1:CF:19","C4","2432","cap3","-85","157","2023-11-10 16:59:03"
"FE:47:AD:D7:13:E2","C1","2432","cap3","-83","157","2023-11-10 16:59:03"
"1E:03:B6:E0:9E:3C","C2","2437","cap3","-87","157","2023-11-10 16:59:03"
"F6:CE:87:F2:06:21","C5","2417","cap2","-77","157","2023-11-10 16:59:15"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-73","157","2023-11-10 16:59:15"
"02:9D:2F:8D:49:90","C6","2417","cap2","-65","157","2023-11-10 16:59:15"
"52:39:94:90:76:D2","C10","2417","cap2","-73","157","2023-11-10 16:59:15"
"7A:6B:C2:5A:7B:88","C8","2442","cap2","-69","157","2023-11-10 16:59:15"
"02:9D:2F:8D:49:90","C6","2412","cap1","-48","157","2023-11-10 16:59:16"
"F6:CE:87:F2:06:21","C5","2422","cap1","-52","157","2023-11-10 16:59:16"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-57","157","2023-11-10 16:59:16"
"52:39:94:90:76:D2","C10","2427","cap1","-59","157","2023-11-10 16:59:16"
"52:39:94:90:76:D2","C10","2422","cap3","-82","157","2023-11-10 16:59:20"
"02:9D:2F:8D:49:90","C6","2422","cap3","-83","157","2023-11-10 16:59:20"
"F6:CE:87:F2:06:21","C5","2422","cap3","-74","157","2023-11-10 16:59:20"
"1E:03:B6:E0:9E:3C","C2","2437","cap3","-89","157","2023-11-10 16:59:20"
"02:9D:2F:8D:49:90","C6","2417","cap2","-65","157","2023-11-10 16:59:32"
"F6:CE:87:F2:06:21","C5","2422","cap2","-79","157","2023-11-10 16:59:32"
"52:39:94:90:76:D2","C10","2422","cap2","-66","157","2023-11-10 16:59:32"
"1E:03:B6:E0:9E:3C","C2","2442","cap2","-73","157","2023-11-10 16:59:32"
"02:9D:2F:8D:49:90","C6","2447","cap1","-50","157","2023-11-10 16:59:32"
"F6:CE:87:F2:06:21","C5","2422","cap1","-55","157","2023-11-10 16:59:32"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-54","157","2023-11-10 16:59:32"
"52:39:94:90:76:D2","C10","2437","cap1","-80","157","2023-11-10 16:59:32"
"FE:47:AD:D7:13:E2","C1","2442","cap1","-55","157","2023-11-10 16:59:32"
"7A:6B:C2:5A:7B:88","C8","2442","cap1","-49","157","2023-11-10 16:59:32"
"1E:03:B6:E0:9E:3C","C2","2442","cap1","-60","157","2023-11-10 16:59:32"
"F6:CE:87:F2:06:21","C5","2422","cap3","-77","157","2023-11-10 16:59:35"
"A2:89:5E:B6:E7:58","C7","2412","cap3","-88","157","2023-11-10 16:59:35"
"52:39:94:90:76:D2","C10","2432","cap3","-80","157","2023-11-10 16:59:35"
"02:9D:2F:8D:49:90","C6","2422","cap3","-82","157","2023-11-10 16:59:35"
"02:9D:2F:8D:49:90","C6","2412","cap2","-68","157","2023-11-10 16:59:50"
"F6:CE:87:F2:06:21","C5","2417","cap2","-69","157","2023-11-10 16:59:50"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-75","157","2023-11-10 16:59:50"
"52:39:94:90:76:D2","C10","2417","cap2","-68","157","2023-11-10 16:59:50"
"B6:6A:AD:C1:CF:19","C4","2437","cap2","-81","157","2023-11-10 16:59:50"
"F6:CE:87:F2:06:21","C5","2422","cap1","-57","157","2023-11-10 16:59:50"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-58","157","2023-11-10 16:59:50"
"02:9D:2F:8D:49:90","C6","2412","cap1","-54","157","2023-11-10 16:59:50"
"FE:47:AD:D7:13:E2","C1","2447","cap1","-62","157","2023-11-10 16:59:50"
"F6:CE:87:F2:06:21","C5","2417","cap3","-69","157","2023-11-10 16:59:51"
"02:9D:2F:8D:49:90","C6","2412","cap3","-86","157","2023-11-10 16:59:51"
"52:39:94:90:76:D2","C10","2427","cap3","-75","157","2023-11-10 16:59:51"
"56:3A:A2:F8:0C:63","C3","2437","cap3","-88","157","2023-11-10 16:59:51"
"02:9D:2F:8D:49:90","C6","2417","cap2","-61","157","2023-11-10 17:00:07"
"F6:CE:87:F2:06:21","C5","2417","cap2","-65","157","2023-11-10 17:00:07"
"52:39:94:90:76:D2","C10","2422","cap2","-69","157","2023-11-10 17:00:07"
"56:3A:A2:F8:0C:63","C3","2437","cap2","-77","157","2023-11-10 17:00:07"
"F6:CE:87:F2:06:21","C5","2422","cap3","-77","157","2023-11-10 17:00:09"
"02:9D:2F:8D:49:90","C6","2422","cap3","-83","157","2023-11-10 17:00:09"
"52:39:94:90:76:D2","C10","2427","cap3","-76","157","2023-11-10 17:00:09"
"56:3A:A2:F8:0C:63","C3","2437","cap3","-87","157","2023-11-10 17:00:09"
"FE:47:AD:D7:13:E2","C1","2442","cap3","-84","157","2023-11-10 17:00:09"
"F6:CE:87:F2:06:21","C5","2422","cap1","-63","157","2023-11-10 17:00:09"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-55","157","2023-11-10 17:00:09"
"02:9D:2F:8D:49:90","C6","2412","cap1","-50","157","2023-11-10 17:00:09"
"52:39:94:90:76:D2","C10","2417","cap1","-47","157","2023-11-10 17:00:09"
"FE:47:AD:D7:13:E2","C1","2447","cap1","-64","157","2023-11-10 17:00:09"
"B6:6A:AD:C1:CF:19","C4","2432","cap1","-73","157","2023-11-10 17:00:09"
"F6:CE:87:F2:06:21","C5","2417","cap2","-72","157","2023-11-10 17:00:22"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-77","157","2023-11-10 17:00:22"
"52:39:94:90:76:D2","C10","2412","cap2","-71","157","2023-11-10 17:00:22"
"02:9D:2F:8D:49:90","C6","2417","cap2","-63","157","2023-11-10 17:00:22"
"02:9D:2F:8D:49:90","C6","2417","cap3","-80","157","2023-11-10 17:00:27"
"F6:CE:87:F2:06:21","C5","2422","cap3","-76","157","2023-11-10 17:00:27"
"52:39:94:90:76:D2","C10","2427","cap3","-76","157","2023-11-10 17:00:27"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-59","157","2023-11-10 17:00:27"
"02:9D:2F:8D:49:90","C6","2422","cap1","-62","157","2023-11-10 17:00:27"
"F6:CE:87:F2:06:21","C5","2417","cap1","-53","157","2023-11-10 17:00:27"
"52:39:94:90:76:D2","C10","2427","cap1","-58","157","2023-11-10 17:00:27"
"52:39:94:90:76:D2","C10","2427","cap2","-67","157","2023-11-10 17:00:39"
"02:9D:2F:8D:49:90","C6","2412","cap2","-69","157","2023-11-10 17:00:39"
"F6:CE:87:F2:06:21","C5","2417","cap2","-73","157","2023-11-10 17:00:39"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-57","157","2023-11-10 17:00:44"
"F6:CE:87:F2:06:21","C5","2417","cap1","-49","157","2023-11-10 17:00:44"
"52:39:94:90:76:D2","C10","2427","cap1","-47","157","2023-11-10 17:00:44"
"02:9D:2F:8D:49:90","C6","2412","cap1","-49","157","2023-11-10 17:00:44"
"7A:6B:C2:5A:7B:88","C8","2447","cap1","-62","157","2023-11-10 17:00:44"
"A2:89:5E:B6:E7:58","C7","2412","cap3","-86","157","2023-11-10 17:00:44"
"F6:CE:87:F2:06:21","C5","2422","cap3","-77","157","2023-11-10 17:00:44"
"52:39:94:90:76:D2","C10","2432","cap3","-83","157","2023-11-10 17:00:44"
"02:9D:2F:8D:49:90","C6","2422","cap3","-85","157","2023-11-10 17:00:44"
"B6:6A:AD:C1:CF:19","C4","2437","cap3","-90","157","2023-11-10 17:00:44"
"F6:CE:87:F2:06:21","C5","2417","cap2","-64","157","2023-11-10 17:00:55"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-76","157","2023-11-10 17:00:55"
"52:39:94:90:76:D2","C10","2417","cap2","-67","157","2023-11-10 17:00:55"
"02:9D:2F:8D:49:90","C6","2417","cap2","-72","157","2023-11-10 17:00:55"
"A2:89:5E:B6:E7:58","C7","2412","cap2","-67","158","2023-11-10 17:01:37"
"02:9D:2F:8D:49:90","C6","2417","cap2","-55","158","2023-11-10 17:01:37"
"F6:CE:87:F2:06:21","C5","2422","cap2","-70","158","2023-11-10 17:01:37"
"52:39:94:90:76:D2","C10","2427","cap2","-70","158","2023-11-10 17:01:37"
"56:3A:A2:F8:0C:63","C3","2447","cap2","-73","158","2023-11-10 17:01:37"
"B6:6A:AD:C1:CF:19","C4","2442","cap2","-75","158","2023-11-10 17:01:37"
"1E:03:B6:E0:9E:3C","C2","2442","cap2","-76","158","2023-11-10 17:01:37"
"7A:6B:C2:5A:7B:88","C8","2447","cap2","-72","158","2023-11-10 17:01:37"
"A2:89:5E:B6:E7:58","C7","2412","cap1","-51","158","2023-11-10 17:01:37"
"02:9D:2F:8D:49:90","C6","2427","cap1","-57","158","2023-11-10 17:01:37"
"F6:CE:87:F2:06:21","C5","2417","cap1","-43","158","2023-11-10 17:01:37"
"52:39:94:90:76:D2","C10","2432","cap1","-47","158","2023-11-10 17:01:37"
"56:3A:A2:F8:0C:63","C3","2437","cap1","-50","158","2023-11-10 17:01:37"
"B6:6A:AD:C1:CF:19","C4","2442","cap1","-54","158","2023-11-10 17:01:37"
"1E:03:B6:E0:9E:3C","C2","2447","cap1","-61","158","2023-11-10 17:01:37"
"02:9D:2F:8D:49:90","C6","2412","cap3","-84","158","2023-11-10 17:01:38"
"52:39:94:90:76:D2","C10","2427","cap3","-80","158","2023-11-10 17:01:38"
"B6:6A:AD:C1:CF:19","C4","2442","cap3","-84","158","2023-11-10 17:01:38"
"7A:6B:C2:5A:7B:88","C8","2437","cap3","-91","158","2023-11-10 17:01:38"
"52:39:94:90:76:D2","C10","2427","cap1","-52","158","2023-11-10 17:01:56"
"F6:CE:87:F2:06:21","C5","2417","cap1","-51","158","2023-11-10 17:01:56"
"B6:6A:AD:C1:CF:19","C4","2442","cap1","-61","158","2023-11-10 17:01:56"
"1E:03:B6:E0:9E:3C","C2","2442","cap1","-62","158","2023-11-10 17:01:56"
